id,name,author_name,author_note,ingredients,steps
55,Vepřové v mrkvi,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Čerstvě drcený pepř, Cibule, Citronová šťáva, Cukr krupice, Hladká mouka, Kuřecí vývar, Máslo, Mrkev, Muškátový oříšek mletý, Rýže, Sůl, Vepřová plec (vcelku i kostky), Víno vhodné k vepřovému masu","Kromě citronové šťávy můžete pokrm dochutit i špetkou strouhané citronové kůry nebo lžičkou octa.

Místo plece můžete použít i hovězí krk, ale musíte prodloužit dobu vaření minimálně o 45 minut., Maso nakrájíme na kostky o hraně 3 cm. Cibuli nakrájíme najemno. Mrkev nakrájíme na kolečka silná 0,5 cm., Přidáme mouku a 1 minutu mícháme. Přidáme 500 ml vývaru, promícháme a přidáme 1 zarovnanou lžičku soli, 2 špetky čerstvě mletého pepře a muškátový oříšek. Přivedeme k varu, přiklopíme poklicí, stáhneme oheň na třetinu a dusíme 35 minut., Přidáme mrkev a zbývající vývar a dusíme dalších 20 minut nebo dokud nejsou maso a mrkev měkké. Vmícháme cukr a citronovou šťávu, případně osolíme a opepříme. 
Stáhneme z ohně a vmícháme zbytek chlazeného másla nakrájeného na kostky., V kastrolu na středním ohni rozehřejeme 90 g másla, přidáme cibuli a za častého míchání ji orestujeme dozlatova. Přidáme maso a restujeme,"
56,Vepřový karbanátek se sýrem feta,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Čerstvý kopr, Česnek, Cibule, Citrónová kůra, Citronová šťáva, Jarní cibulka, Máta, Mleté vepřové maso z plece, Olivový olej, Pepř černý , Rostlinný olej, Salátová okurka, Strouhanka, Sůl, Sýr Feta, Vhodné pivo, Zelená chilli paprička, Zelené olivy bez pecek","Česnek a cibuli nakrájíme najemno., Jarní cibulku nakrájíme najemno. Chilli papričku podélně rozřízneme, vyndáme semínka a dužninu nakrájíme najemno. Olivy nakrájíme najemno., Kromě sýra smícháme v míse všechny suroviny dohromady a dáme do lednice na 20 minut odležet. Poté rozdělíme ochucené maso na 8 částí a z každé vytvarujeme na placku., Na 4 placky rozložíme rozdrobený sýr a přiklopíme je zbylými plackami. Okraje stiskneme a maso vytvarujeme do podoby karbanátku., Okurku oloupeme, podélně rozřízneme a lžící vyškrábneme semínka, která vyhodíme. Dužninu nakrájíme na kostičky o hraně 0,5cm., Olivy, jarní cibulku, chilli papričku, lžíci citronové šťávy, olivový olej a špetku soli a pepře můžete nahrubo rozmixovat tyčovým mixerem a poté smíchat s nakrájenou okurkou, koprem a citronovou kůrou. Salsu pak pár kapkami citronové šťávy, případně solí.

Dle chuti můžete použít méně chilli papričky, nebo ji vynechat., Sýr r"
57,Francouzská cibulačka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bageta, Bobkový list, Čerstvě drcený pepř, Cibule, Hladká mouka, Hovězí vývar, Máslo, Plocholistá petržel, Pórek, Suché bílé víno, Sůl, Sýr Comté nebo Gruyère, Tymián čerstvý i sušený","Bagetu nakrájíme na plátky 6 mm silné a rozložíme je na plech. Vložíme do rozehřáté trouby a pečeme 5 - 7 minut dozlatova. Vyndáme z trouby a dáme stranou vychladnout., Cibule podélně překrojíme na polovinu a nakrájíme na tenké nudličky., Do každé misky dáme 2 plátky opečené bagety. Na ně položíme plátek sýra tak, aby zakryl jejich povrch a bohatě zasypeme strouhaným sýrem., Horkou polévku nalijeme do zapékacích misek., Je důležité, abyste cibuli krájeli na stejné kousky. Jinak by se slabší kusy během restování začaly pálit a zhořkly by a větší kusy cibule by se nezabarvily včas.

Cibule musí být v základu pečlivě pomalu orestovaná. Celý proces od vložení cibule až do finálního zhnědnutí trvá přibližně 45 minut. Tento proces nelze uspěchat. Jen tak vznikne silný základ polévky. Pakliže nenecháte dostatečně cibuli zhnědnout, polévka bude mdlá.

Pokud by se během restování cibule připekla ke dnu kastrolu, jednoduše kastrol"
58,Zatloukaný řízek a petrželové brambory,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Čerstvě drcený pepř, Citron, Máslo, Plocholistá petržel, Sádlo, Strouhanka, Sůl, Vejce, Vepřová krkovice v celku i plátky, Vhodné pivo","Brambory nakrájíme na stejné kousky a uvaříme je v osolené vodě 15-20 minut doměkka. Slijeme. Máslo necháme na mírném ohni rozpustit. Horké máslo nalijeme na brambory, přidáme nakrájenou petržel, osolíme a vše promícháme., Na kuchyňské prkénko vysypeme strouhanku a na ni položíme plátek masa. Horní stranu masa zasypeme strouhankou a dlaněmi strouhanku lehce vmáčkneme do masa. 
Plátek překryjeme potravinářskou fólií a paličkou do něj strouhanku lehce vtlučeme. Maso obrátíme a postup zopakujeme. Stejným způsobem obalíme zbývající plátky masa., Plátky masa opepříme a důkladně osolíme z obou stran., Podáváme s petrželovými bramborami a se skrojkem citronu., Řízek se zatlučenou strouhankou obalíme v rozšlehaných vejcích a ihned vložíme do rozpáleného sádla. Oheň stáhneme na třetinu a řízky zvolna smažíme 3 minuty z každé strany. Hotové řízky položíme na talíř vyložený kuchyňským papírem a necháme odsát přebytečný tuk."
59,Rajská omáčka s hovězím masem,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Celer, Černý pepř celý, Česnek, Cibule, Cukr krupice, Hladká mouka, Houskové knedlíky, Hovězí loupaná plec, Hovězí vývar, Máslo, Mrkev, Nové koření celé, Ocet, Petržel, Rajský protlak, Sádlo, Sůl, Těstoviny, Vhodné pivo","Chlazené máslo na závěr omáčku zjemní a „naleští“, jak říkají kuchaři. 

Omáčku můžete podávat i s dušenou rýží nebo těstovinami.

Omáčku můžete zjemnit lžící zakysané smetany.

Rajskou omáčku můžete uvařit i z čerstvých rajčat, nebude ale mít tak krásně červenou barvu, která je pro českou rajskou tolik typická., Cibuli nakrájíme najemno. V kastrolu na středním ohni rozehřejeme sádlo a orestujeme na něm cibuli dozlatova. Přidáme rajský protlak a za stálého míchání 1 minutu restujeme., Jakmile se pěna přestane tvořit, přidáme koření, sůl a vaříme pomalu nezakryté do změknutí, přibližně 3 hodiny., Měkké maso vyndáme, vývar přecedíme přes jemné síto, část použijeme do omáčky, zbytek zamrazíme k dalšímu použití. Maso nakrájíme a podáváme s omáčkou., Omáčku přecedíme přes jemné síto do čistého hrnce nebo kastrolu., Omáčku případně dochutíme cukrem a solí. Stáhneme z ohně a vmícháme na kosti"
60,Těstoviny s boloňským ragú,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Celer, Černý pepř celý, Čerstvě drcený pepř, Červené suché víno, Česnek, Krájená cibule, Kuchyňský provázek, Mleté hovězí maso, Mleté vepřové maso, Mrkev, Muškátový oříšek mletý, Nové koření celé, Olivový olej, Parmazán v celku, Rajský protlak, Řapíkatý celer, Slanina, Sůl, Tagliatelle, Víno vhodné k těstovinám","Cibuli a česnek nakrájíme najemno. Mrkev a celer nakrájej na kostičky o hraně 0,5 cm., Mezitím, co se vaří těstoviny, na mírném ohni v pánvi rozehřejeme boloňské ragú., Na talíři dochutíme strouhaným parmezánem., Na vyšším ohni v hrnci dáme vařit 3 litry vody osolené 3 zarovnanými lžícemi soli. Jakmile se začne vařit, vložíme do ní těstoviny a uvaříme je dle návodu na skus., Přidáme cibuli a za častého míchání ji orestujeme dozlatova. Přidáme maso a česnek. Důkladně vše promícháme a osolíme. Stáhneme oheň na třetinu a za častého míchání vaříme 10 minut., Přidáme rajský protlak a důkladně zamícháme. Za častého míchání vaříme 15 minut., Přidáme sáček s kořením a čerstvě mletý pepř. Přilijeme víno, zamícháme a za občasného míchání vaříme 20 minut., Přilijeme 100 ml vody, stáhneme oheň na minimum, přidáme muškátový oříšek, zamícháme a přiklopíme pokličkou. Necháme dusit 3 hodiny za občasného mí"
61,Vepřový vrabec,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bramborový škrob, Brambory typ A, B, C, Čerstvě drcený pepř, Čerstvý listový špenát, Česnek, Cibule, Drcený kmín, Hladká mouka, Hrubá mouka, Máslo nebo sádlo, Sádlo, Strouhanka, Sůl, Vejce, Vepřová plec (vcelku i kostky), Vhodné pivo","Cibuli nakrájíme najemno. Česnek oloupeme a prolisujeme. Maso nakrájíme na kostky o hraně 4 cm, důkladně osolíme, opepříme, potřeme ze všech stran prolisovaným česnekem a posypeme čerstvě drceným kmínem. Na dno pekáče rozprostřeme cibuli a položíme na ni maso., Do hrnce dáme vařit větší množství vody. Vodu osolíme., Dochutíme solí a čerstvě mletým pepřem a promícháme., Knedlíky vaříme 6–7 minut. Když jsou hotové, vyplavou na hladinu. Vyndáme je do mísy s rozpuštěným sádlem nebo máslem, dle chuti, a promícháme., Listy špenátu zbavíme kořínků a stonků, důkladně několikrát propereme ve studené vodě a necháme okapat. Cibuli nakrájíme najemno. Česnek oloupeme a rovněž nakrájíme najemno., Pekáč na maso vybírejte tak, abyste ho mohli postavit na sporák – budete v něm dodělávat výpek.

Při restování výpeku z masa používejte k míchání plochou vařečku, abyste odlepili ode dna připečené výpečky.

Špenát je nejlepší"
62,Višňový crumble,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Cukr krupice, Hořká čokoláda, Hrubá mouka, Káva vhodná k tomuto pokrmu, Mandlové plátky, Máslo, Moučkový cukr, Mražené višně, Piškoty, Skořice mletá, Slivovice, Třtinový hnědý cukr","Hotový dezert posypeme moučkovým cukrem., Necháme rozmrazit višně. Troubu rozehřejeme na 220º C. Čokoládu nakrájíme najemno., Poté snížíme oheň na třetinu, vmícháme čokoládu a mandle. Jakmile se čokoláda rozpustí, přidáme rozdrcené piškoty, a slivovici. Vše důkladně promícháme a stáhneme z ohně. Směs naplníme do zapékacích misek do dvou třetin jejich výšky., V kastrolu na středním ohni necháme zpěnit máslo, přidáme višně, skořici a cukr a za častého míchání vaříme 4 minuty.

, V míse smícháme máslo, cukr a mouku a rukou důkladně vypracujeme drobenku. Drobenkou zasypeme třešňovou směs v zapékacích miskách až po jejich okraj. Misky vyskládáme na plech pečeme v rozehřáté troubě 5 minut.
, V sezóně můžete použít čerstvé vypeckované višně, případně tvrdší hrušky a jablka nebo třeba rebarboru. Lze použít i višňový kompot. Pak ale do směsi přimíchejte méně cukru.

Tento dezert můžete podávat horký i "
63,Vepřové kotlety na sladkokyselo,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Balzamikový ocet, Brambory typ A, B, C, Čerstvě drcený pepř, Česnek, Chilli koření mleté, Chléb, Kečup, Med, Pomerančová kůra, Pomerančový džus, Rostlinný olej, Rozmarýn čerstvý, Rýže, Sůl, Tymián čerstvý i sušený, Vepřová kotleta s kostí, Vhodné pivo","Česnek nakrájíme na jemné plátky. V misce smícháme špetku soli, česnek a chilli s kečupem, medem, pomerančovým džusem, octem a pomerančovou kůrou., Maso vydatně osolíme a opepříme z obou stran., Pekáč dáme do rozehřáté trouby na 30 minut. Poté zvýšíme teplotu na 180 ˚C a pečeme dalších 45 minut., Rozmarýn a tymián svážeme pevně kuchyňským provázkem a vložíme je do pekáče k masu. Vše zalijeme připravenou marinádou., Troubu rozehřejeme na 160 ˚C., V pánvi na vyšším ohni rozpálíme olej a maso na něm opečeme dozlatova ze všech stran, včetně boční strany s tukem. Opečené kotlety vyskládáme do pekáče."
64,Trhané vepřové maso,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Červená cibule, Hořčice (všechny druhy), Nakládané okurky, Pečivo, Pepř černý , Rostlinný olej, Sůl, Vepřová krkovice v celku i plátky, Víno vhodné k vepřovému masu","Jako pečivo můžete použít bagetu, toustový chléb nebo jiný druh pečiva. Lze použít i hamburgerové bulky. Ty však před plněním rozřízněte a na řezné straně nasucho krátce opečte na grilu nebo pánvi. 

Druh hořčice vyberte podle své chuti., Maso ze všech stran potřeme olejem, osolíme a opepříme. Dáme ho do pekáče, přilijeme vodu do výšky 1,5 cm a důkladně překryjeme alobalem., Okurku nakrájíme šikmo na plátky a cibuli nakrájíme na jemné měsíčky., Pečivo rozkrojíme, namažeme hořčicí a rozložíme na ně natrhané maso, okurku a cibuli., Troubu rozehřejeme na 100 ˚C., Vložíme do rozehřáté trouby na 10 hodin. Poté sundáme alobal, maso přelijeme výpekem a vrátíme do trouby na další 4 hodiny., Vyndáme z trouby a maso necháme v pekáči částečně vychladnout tak, aby zůstalo jen teplé. Poté ho pomocí vidliček natrháme přímo v pekáči na malé kousky. Důkladně promícháme s výpekem, který je v pekáči, a dáme do mísy."
65,Francouzské brambory,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Cibule, Mléko, Nakládané okurky, Pepř černý , Sádlo, Smetana ke šlehání (min. 31%), Strouhanka, Sůl, Uzené maso, Vejce","Brambory ve slupce uvaříme v osolené vodě doměkka, necháme prochladnout a oloupeme je.  Nakrájíme na plátky silné 0,5 cm. Maso také nakrájíme na plátky silné 0,5 cm. Vejce oloupeme a nakrájíme na plátky. Cibuli nakrájíme na jemná kolečka., Do pekáče střídavě vrstvíme nakrájené brambory, které osolíme a opepříme, uzené maso, vařená vejce a cibuli. Skončíme vrstvou brambor., K francouzským bramborám se výborně hodí nakládané okurky či zelenina nebo zelný salát., Troubu rozehřejeme na 170 ºC. Pekáč vymažeme 1 lžící sádla a vysypeme strouhankou., V misce rozšleháme vidličkou vejce s mlékem a smetanou, přidáme 2 špetky soli a čerstvě mletého pepře. Směs vlijeme do pekáče, vložíme do rozehřáté trouby a pečeme 50 minut. Vyndáme z trouby a necháme 10 minut odpočinout., V pánvi na středním ohni rozehřejeme zbylé sádlo, přidáme cibuli a za častého míchání ji necháme zesklovatět."
66,Koprová omáčka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Celer, Černý pepř celý, Čerstvý kopr, Česnek, Cibule, Cukr krupice, Hladká mouka, Houskové knedlíky, Hovězí plec vcelku, Hovězí vývar, Máslo, Mrkev, Nové koření celé, Ocet, Petržel, Smetana ke šlehání (min. 31%), Sůl, Vhodné pivo","Chcete-li omáčku dokonale hladkou, můžete ji před přidáním nakrájeného kopru přecedit přes jemné síto.

Do omáčky můžete dát vyvařit tvrdé stonky kopru, které omáčce dodají chuť. Před přidáním nakrájeného kopru je vyndejte.

Vyhovuje-li vám chuť omáčky sladší nebo kyselejší, přidejte cukr, respektive ocet.

Pakliže omáčku přisolíte, musíte sůl perfektně promíchat, aby se stačila v omáčce rozpustit. Teprve pak ochutnejte a případně ještě trochu dosolte. 

Kopr přidávejte vždy až na závěr. Delším vařením by zešedl.

Podávat můžete bez masa a místo houskového knedlíku s vařeným bramborem a vejcem uvařeným natvrdo., Jakmile se pěna přestane tvořit, přidáme koření, sůl a vaříme pomalu nezakryté do změknutí, přibližně 3 hodiny., Měkké maso vyndáme, vývar přecedíme přes jemné síto, část použijeme do omáčky, zbytek zamrazíme k dalšímu použití. Maso nakrájíme a podáváme s omáčkou., Podává"
67,Kuře z jednoho hrnce,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Česnek, Chilli koření mleté, Cuketa, Hřebíček mletý, Koriandr mletý, Krájená cibule, Kuřecí vykostěná stehna, Kuřecí vývar, Kurkuma mletá, Med, Mrkev, Olivový olej, Pepř černý , Plocholistá petržel, Pomerančová šťáva, Římský kmín mletý, Rýže, Skořice mletá, Sladká paprika, Sůl, Těstoviny, Víno vhodné k drůbežímu masu, Zázvor","Do kastrolu přidáme cuketu a mrkev, promícháme a pečeme 2 minuty. Občas zamícháme. Přidáme cibuli, promícháme a pečeme 1 minutu., Kastrol vložíme do rozehřáté trouby a pečeme 40 minut. Před podáváním přimícháme nakrájenou petržel., Ke koření přilijeme pomerančovou šťávu a vývar, přidáme med a pomerančovou kůru a promícháme. Přivedeme k varu a nalijeme do kastrolu ke kuřeti., Maso vydatně osolíme a opepříme z obou stran., Mrkev nakrájíme na kolečka silná 0,5 cm. Cibuli nakrájíme najemno. Česnek nakrájíme na plátky. Cuketu rozkrojíme podélně na čtvrtiny a ty pak nakrájíme na plátky silné 0,5 cm. Zázvor nastrouháme a šťávu z něj vymačkáme na mrkev., Přidáme česnek a zázvor, promícháme a za občasného míchání pečeme 2 minuty. Kastrol stáhneme z ohně a vyskládáme do něj opečené maso kůží nahoru., Troubu rozehřejeme na 180 °C., V kastrolu rozpálíme na vyšším ohni olej a maso na něm opečeme 4 minuty dozlatova na s"
68,"Pečená vepřová krkovice s bramborami, česnekem a rozmarýnem",Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory varný typ B, Čerstvě drcený pepř, Česnek, Rozmarýn čerstvý, Sádlo, Sůl, Vepřová krkovice v celku i plátky, Víno vhodné k vepřovému masu","Brambory omyjeme a nakrájíme na plátky silné 0,5 cm. Rozložíme je na plech vymazaný sádlem a rovnoměrně osolíme a opepříme. Navrch položíme 4 snítky rozmarýnu., Plátky masa z obou stran osolíme, opepříme a potřeme sádlem. Maso položíme na brambory, na ně rozložíme stroužky česneku a nakrájený zbytek rozmarýnu., Troubu rozehřejeme na 200 °C., Zalijeme vodou a pečeme cca 1 hodinu v rozehřáté troubě."
69,Plněný paprikový lusk,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bílá paprika, Čerstvě drcený pepř, Česnek, Cibule, Hladká mouka, Houskové knedlíky, Hovězí plec vcelku, Máslo, Mléko, Rohlíky, Rýže, Sůl, Vejce, Vepřová krkovice v celku i plátky","Do pekáče rozložíme zbylou cibuli a nakrájené máslo. Přidáme naplněné papriky, podlijeme vodou do výšky 1 cm a vložíme do rozehřáté trouby na 50–60 minut nebo dokud teplota ve středu paprik nedosáhne 85 ˚C. Hotové papriky přendáme z pekáče na talíř a dáme stranou., Hotové šťávy by mělo zbýt 400 ml. Větší množství krátce svaříme na vyšším ohni. Bude-li šťávy méně, přilijeme vodu, přivedeme k varu, vaříme půl minuty a stáhneme z ohně. Šťávu přecedíme přes jemné síto do čistého rendlíku a dle chuti osolíme a opepříme., Oba druhy masa umeleme na středně hrubo a dobře promícháme v míse s rohlíky s mlékem, vejci, solí, pepřem, česnekem a 130 g nakrájené cibule. Necháme 10 minut odpočinout., Pokud jsou papriky menší a zbyde vám masová náplň, jednoduše z ní vytvořte karbanátky, které dejte péct k paprikám nebo je osmažte na pánvi dozlatova.

Z masa nejprve vytvořte kuličku a osmažte ji na pánvi. Nechte krátc"
70,Roastbeef,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bageta, Brambory typ A, B, C, Černý pepř celý, Citronová šťáva, Jarní cibulka, Kapary, Kuchyňský provázek, Majonéza, Máslo, Nakládané okurky, Nízký roštěnec v celku, Pepř černý , Plnotučná hořčice, Potravinářská fólie, Řepkový olej, Sůl, Víno vhodné k hovězímu masu, Worcesterová omáčka","Hotový rostbíf vyndáme z trouby, odstraníme provázek a maso ihned potřeme rozpuštěným máslem. Necháme na plechu 15 minut odpočinout., Kapary nakrájíme nahrubo. Okurky nastrouháme najemno. Jarní cibulku nakrájíme na jemné nudličky. Všechny suroviny smícháme v misce dohromady a necháme alespoň 2 hodiny v lednici odpočinout., Maso očistíme, odblaníme a svážeme kuchyňským provázkem, aby dostalo tvar válečku. Důkladně ze všech stran osolíme, opepříme a potřeme hořčicí. Nakonec maso pokapeme worcesterskou omáčkou, položíme na tác, přikryjeme potravinářskou fólií a necháme odležet přes noc v lednici. Několikrát otočíme., Maso vyndáme z lednice a necháme 1 hodinu odpočinout při pokojové teplotě. Do pánve rozpálené na vysokém ohni vlijeme olej a maso v něm zprudka opečeme ze všech stran dozlatova. Přendáme ho na plech, dáme do rozehřáté trouby a pečeme 30–35 minut., Rostbíf nakrájíme na tenké plátky a podáváme s vařenými bram"
71,Šunkofleky,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Česnek, Fleky, Mléko, Nakládané okurky, Pepř černý , Plocholistá petržel, Sádlo, Smetana ke šlehání (min. 31%), Strouhanka, Sůl, Uzené maso, Vejce, Víno vhodné k vepřovému masu","Česnek oloupeme a prolisujeme. Vejce rozmícháme v misce se smetanou a mlékem. Uzené maso nakrájíme na kostky o hraně 0,5 cm. Fleky uvaříme v osolené vodě do poloměkka a slijeme je., Fleky smícháme v míse s uzeným masem, nakrájenou petrželí, česnekem, 1 lžičkou soli a pepřem. Zalijeme vejci se smetanou a mlékem a vše důkladně promícháme., Místo krkovice můžete použít i uzené vepřové maso ze žeber.

Šunkofleky budou lepší, když je nebudete připravovat ze studených těstovin, ale dáte je zapéct ještě teplé. 

K šunkoflekům skvěle chutnají nakládané okurky., Směs vložíme do pekáče a pečeme v rozehřáté troubě 35 minut. Poté necháme ve vypnuté troubě 15 minut dojít., Troubu rozehřejeme na 170 °C. Pekáč vymažeme sádlem a vysypeme strouhankou."
72,Telecí na žampionech,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Brambory typ A, B, C, Cibule, Hladká mouka, Houskové knedlíky, Kuřecí vývar, Máslo, Pepř černý , Rozmarýn čerstvý, Rýže, Šalvej, Slunečnicový olej, Smetana ke šlehání (min. 31%), Suché bílé víno, Sůl, Telecí plec nebo kýta, Těstoviny, Tymián čerstvý i sušený, Vhodné pivo, Žampiony čerstvé celé i plátky","Maso nakrájíme na kostky o hraně 4 cm a dáme do mísy. Přidáme sůl, pepř a olej a promícháme. Rozpálíme pánev na vyšším ohni a maso na ní opečeme ze všech stran dozlatova. Přilijeme víno a za občasného míchání ho necháme svařit na ⅓ objemu. Dáme stranou., Měkké maso vyndáme z kastrolu a dáme stranou. Omáčku přecedíme do čistého rendlíku, přidáme smetanu, promícháme a rozmixujeme tyčovým mixérem. Přivedeme k varu, vrátíme maso zpět a vaříme další 3 minuty., Na pánvi rozpálíme zbylé máslo a orestujeme na něm nakrájené hlavičky žampionů. Ty poté přidáme do omáčky a promícháme., Podávejte s dušenou rýží, širokými nudlemi či šunkovým knedlíčkem., Přilijeme vývar, promícháme a přivedeme k varu. Přidáme opečené maso a veškerý obsah pánve, promícháme a přivedeme k varu. Stáhneme teplotu na třetinu a na mírném ohni vaříme doměkka, cca 50 minut., V kastrolu na středním ohni rozehřejeme 80 g másla, přidáme "
73,Těstoviny s pestem,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvá bazalka, Čerstvě drcený pepř, Česnek, Panenský olivový olej, Parmazán v celku, Parmezán strouhaný, Pesto, Piniové oříšky, Sůl, Sýr Pecorino, Těstoviny, Víno vhodné k těstovinám","Bazalku pokrájíme., Do hrnce dáme vařit 3 l vody, které osolíme 3 zarovnanými lžícemi soli. Jakmile se voda začne vařit, vložíme do ní těstoviny, necháme je 1–2 minuty zavařit a opatrně je promícháme. Těstoviny uvaříme podle návodu na skus, poté je slijeme a 100 ml vody dáme stranou., Do vyšší úzké nádoby vložíme pokrájenou bazalku, česnek, lžíci piniových oříšků, parmezán, pecorino a olivový olej a směs rozmixujeme ponorným mixérem. Osolíme a opepříme., Na středním ohni v pánvi orestujeme všechna piniová semínka (tedy i ta na dokončení) nasucho dozlatova a přendáme je do studené misky., Na talíři těstoviny posypeme zbytkem piniových oříšků a parmezánem nebo pecorinem., Pesto můžete připravit ve větším množství a uschovat v uzavřené sklenici v lednici., Pesto vlijeme na studenou pánev nebo do mísy a přidáme uvařené těstoviny a 2–3 lžíce vody, ve které se těstoviny vařili. Promícháme a přendáme na talíř."
74,Vepřový řízek s bramborovým salátem,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Brambory, varný typ A, Celer, Cibule, Citron, Hladká mouka, Kuchynský papír, Majonéza, Mrkev, Nakládané okurky, Papír na pečení, Pepř černý , Petržel, Plnotučná hořčice, Sádlo, Strouhanka, Sůl, Vejce, Vepřová krkovice v celku i plátky, Vhodné pivo","Hotové řízky položíme na talíř pokrytý kuchyňským papírem. Necháme tak odsát přebytečný tuk a řízky si chvíli odpočinou, budou pak šťavnatější. Podáváme s měsíčkem citronu a bramborovým salátem., Maso naklepeme, z obou stran opepříme čerstvě mletým pepřem a vydatně osolíme., Maso postupně obalíme v mouce, rozšlehaném vejci a strouhance., Na pánvi na vyšším ohni rozpálíme sádlo a stáhneme oheň na polovinu. Řízky vložíme do pánve a pomalu je smažíme z obou stran dozlatova., Očištěné brambory uvaříme ve slupce v osolené vodě doměkka, slijeme vodu a ještě vlažné oloupeme. Mrkev, celer a petržel uvaříme téměř doměkka a necháme vychladnout., Přidáme majonézu, hořčici, 2 lžičky soli, 1 kávovou lžičku čerstvě mletého pepře a promícháme. Přilijeme 2 lžíce láku z okurek a promícháme. Opatrně vmícháme nakrájená vejce. Dochutíme solí a necháme alespoň 4 hodiny (nejlépe přes noc) v chladu uležet., Uvařenou z"
